CustomerID,Age,Gender,AnnualIncome,SpendingScore,OnlinePurchases,WebsiteVisits,CategoryPreference
220,31.0,Male,49.86028652438212,39.51139066843071,7.0,17.0,Clothing
221,26.0,Female,45.54101889918086,43.239676298301355,8.0,17.0,Electronics
222,61.0,Female,63.63452804942614,52.54992178102948,11.0,19.0,Books
223,28.0,Male,40.767958997941776,68.35159031398031,9.0,17.0,Beauty
224,61.0,Female,58.340018849239584,32.838688921215294,7.0,16.0,Electronics
225,31.0,Female,51.22004927275338,43.271634301047754,10.0,19.0,Beauty
226,45.0,Male,52.230996197801446,52.99028316777335,11.0,21.0,Electronics
227,24.0,Male,42.40009441683413,46.252736182248476,7.0,8.0,Electronics
228,29.0,Female,43.61047559986095,42.17199481475618,11.0,19.0,Clothing
229,23.0,Male,42.48332595459598,69.18316153093234,8.0,17.0,Clothing
230,44.0,Female,54.41094532242407,51.720116322492615,10.0,22.0,Clothing
231,43.0,Female,45.85918321242428,48.32207798626992,9.0,18.0,Sports
232,35.0,Male,52.708368255934936,54.108945262757764,12.0,23.0,Electronics
233,70.0,Female,67.31405104817702,32.749076344321246,11.0,18.0,Electronics
234,58.0,Male,61.76497298138726,,11.0,25.0,Sports
235,50.0,Male,57.67549572456697,59.04993229426885,11.0,17.0,Beauty
236,47.0,Female,56.09017341272741,76.66593892424424,11.0,17.0,Books
237,61.0,Female,65.28643082272441,60.88374505537572,11.0,24.0,Books
238,28.0,Male,43.36498700928558,35.06412356523942,9.0,19.0,Clothing
239,57.0,Male,53.76028869166691,54.699408997802834,10.0,13.0,Clothing
240,28.0,Female,37.507459170814805,74.98683420855699,5.0,14.0,Electronics
241,53.0,Female,62.374782253219536,67.09738771833581,11.0,24.0,Clothing
242,52.0,Female,54.94973988101366,20.50110957447847,11.0,23.0,Electronics
243,57.0,Male,57.78340318357574,48.63277701059029,9.0,13.0,Sports
244,40.0,Male,51.512988015378845,38.329356741527626,8.0,15.0,Electronics
245,31.0,Female,39.37344226971674,47.49666996037697,7.0,16.0,Beauty
246,49.0,Male,55.468126899024526,44.48543576112395,9.0,20.0,Electronics
247,27.0,Male,41.074912629391974,64.22305377484771,8.0,20.0,Electronics
248,48.0,Female,52.515183264698905,40.14574400954233,,18.0,Books
249,57.0,Male,60.67253482655882,51.815500253969795,10.0,20.0,Clothing
250,41.0,Male,52.11542666531449,71.21206807284959,8.0,21.0,Electronics
251,28.0,Male,47.127724209722736,78.51843949840206,9.0,19.0,Electronics
252,49.0,Female,52.75436040235718,58.92361845857189,12.0,25.0,Clothing
253,30.0,Female,51.10250455923956,53.59950783843134,10.0,20.0,Beauty
254,49.0,Female,49.970621824000766,65.90576821707198,10.0,22.0,Beauty
255,52.0,Female,52.84795442895923,34.586694342379445,11.0,17.0,Electronics
256,57.0,Female,58.44117896522732,67.12620016518915,9.0,22.0,Sports
257,39.0,Female,51.51787793443548,66.08522310100419,10.0,17.0,Electronics
258,36.0,Male,44.7606177846799,53.836412291280546,11.0,26.0,Electronics
259,24.0,Female,44.87316603031643,50.73466139852921,8.0,17.0,Electronics
260,49.0,Male,58.2820553581869,53.8597051959155,9.0,17.0,Sports
261,63.0,Female,59.30095881681895,55.01026797611817,11.0,20.0,Electronics
262,60.0,Female,58.02965110275937,47.44541585764794,9.0,18.0,Electronics
263,55.0,Male,56.12334526001069,31.729140050320375,12.0,21.0,Clothing
264,49.0,Female,51.97380958442678,66.01272625146842,9.0,21.0,Beauty
265,38.0,Female,51.1837395584632,29.843540357941702,8.0,15.0,Beauty
266,47.0,Male,55.45399467770768,48.70693555367539,10.0,20.0,Electronics
267,63.0,Male,62.89964756533865,78.28850480097388,11.0,22.0,Electronics
268,23.0,Male,42.66023459266821,45.965681366839206,9.0,16.0,Beauty
269,35.0,Female,41.689945190417134,17.34431036034668,8.0,9.0,Beauty
270,47.0,Male,52.272061219275336,79.81302344102508,8.0,16.0,Electronics
271,30.0,Female,51.046671971591365,59.61495216714927,8.0,16.0,Electronics
272,50.0,Male,49.51827492569477,39.46498094116669,12.0,21.0,Clothing
273,51.0,Male,61.04549549902215,53.402698860264024,10.0,13.0,Clothing
274,63.0,Female,64.8101459804902,40.919022751453625,11.0,22.0,Clothing
275,32.0,Male,52.823916829847846,45.571483962983095,14.0,26.0,Beauty
276,34.0,Female,45.64462138492443,36.146360142144275,8.0,13.0,Books
277,51.0,Male,61.1185299117627,55.90749725299151,9.0,20.0,Clothing
278,42.0,Male,54.456057960742456,64.69946755709772,10.0,15.0,Electronics
279,49.0,Female,52.56157056419818,54.0635283778384,11.0,26.0,Sports
280,65.0,Male,57.395234696383724,49.20730523400277,14.0,26.0,Clothing
281,43.0,Male,47.639811848269396,45.93439709180814,9.0,20.0,Beauty
282,35.0,Male,50.298768559081026,31.162916199329985,12.0,23.0,Clothing
283,35.0,Female,47.70052377532208,69.49003108064029,8.0,21.0,Clothing
284,59.0,Male,62.2471378788636,24.504760925533763,9.0,19.0,Clothing
285,41.0,Male,49.69117070512921,54.79337059213159,12.0,24.0,Books
286,67.0,Male,61.319560225078924,65.42644027148323,12.0,23.0,Beauty
287,47.0,Male,52.50685602303761,64.28105869159651,13.0,23.0,Beauty
288,35.0,Female,42.858180379555385,34.953452250925395,9.0,21.0,Sports
289,28.0,Female,40.64928165215241,30.576089567755837,12.0,19.0,Electronics
290,26.0,Female,41.313597955309646,66.8454085868456,7.0,13.0,Electronics
291,47.0,Male,49.77927324249586,79.73711411693776,12.0,20.0,Electronics
292,48.0,Male,51.40902230091856,52.273098834039935,10.0,16.0,Sports
293,48.0,Male,51.11215211575781,43.48076099354686,13.0,22.0,Clothing
294,53.0,Male,59.03136584052699,76.75866802978587,13.0,24.0,Electronics
295,54.0,Female,55.66397893879892,56.16610407736655,10.0,16.0,Books
296,60.0,Female,62.011965090600214,70.29659962739342,12.0,21.0,Books
297,60.0,Male,54.312253802345865,40.40483870798648,8.0,16.0,Electronics
298,30.0,Male,41.472566615369146,37.95409437301721,8.0,17.0,Books
299,48.0,Male,56.37152109955119,68.40253159376876,11.0,16.0,Electronics
300,51.0,Female,61.50134156080925,59.734457185344745,10.0,20.0,Clothing
301,51.0,Female,56.32773140646181,79.9492537529808,10.0,18.0,Clothing
302,54.0,Female,56.33878513776509,43.93115648016101,10.0,19.0,Electronics
303,,Female,55.44892829754576,75.12418811316302,11.0,22.0,Electronics
304,59.0,Female,60.50684850778278,76.87326972888432,9.0,16.0,Beauty
305,39.0,Male,48.176706552527804,31.987426266790173,8.0,22.0,Electronics
306,56.0,Female,59.102425405556986,47.89875000023137,10.0,17.0,Books
307,53.0,Female,60.40913497078387,27.420627743910543,,17.0,Clothing
308,32.0,Female,46.06587620671457,24.601599362565203,7.0,16.0,Electronics
309,53.0,Male,56.44343791137997,40.757150918704355,10.0,20.0,Sports
310,,Male,60.46307933253583,59.738385661027436,12.0,26.0,Sports
311,39.0,Male,45.76009539920585,47.99426300291766,9.0,22.0,Clothing
312,45.0,Male,51.337810943451544,40.895049880740096,12.0,23.0,Sports
313,38.0,Female,46.67826489249548,41.202952121345085,8.0,21.0,Clothing
314,51.0,Female,57.269338887320934,49.7873424554674,12.0,23.0,Electronics
315,63.0,Female,56.920076609793924,15.081442664651718,12.0,26.0,Electronics
316,33.0,Female,47.21714896681987,39.09371333038478,8.0,16.0,Beauty
317,28.0,Female,44.31696288151959,62.24744228286659,8.0,15.0,Clothing
318,25.0,Male,44.61745237462361,56.83086233003278,8.0,17.0,Clothing
319,22.0,Male,37.64896440025872,56.47612912331546,9.0,13.0,Clothing
320,53.0,Female,54.92213440492647,55.924028364294834,8.0,16.0,Beauty
321,34.0,Male,47.3883665198598,34.673214749804856,8.0,15.0,Clothing
322,47.0,Female,55.207680211895706,55.54511682704679,14.0,26.0,Books
323,32.0,Female,46.63442030644559,41.33487113061198,7.0,17.0,Books
324,27.0,Female,46.92700831157608,62.08958234257986,7.0,19.0,Beauty
325,48.0,Female,53.90561521843601,36.550150719161046,8.0,15.0,Clothing
326,26.0,Male,45.241214576807074,43.804793498643804,7.0,17.0,Books
327,52.0,Female,60.29202473845899,41.580724360673685,12.0,22.0,Beauty
328,37.0,Female,51.5032294732183,53.077640283815214,11.0,24.0,Clothing
329,41.0,Female,50.470102668833185,65.42013665792678,11.0,24.0,Electronics
330,26.0,Female,49.03332899345398,60.668710498763595,8.0,17.0,Beauty
331,36.0,Male,49.62860177371887,40.21092752640857,12.0,13.0,Clothing
332,43.0,Male,51.19004116430279,47.04216052267674,10.0,16.0,Beauty
333,30.0,Female,48.94520285024351,81.98268832756077,7.0,9.0,Sports
334,33.0,Male,44.166081853307,61.525363493424884,8.0,14.0,Clothing
335,25.0,Male,40.49849738675589,67.93435636132939,9.0,13.0,Books
336,30.0,Female,37.538507081309376,44.89840529300033,6.0,14.0,Books
337,41.0,Female,55.99833506651977,60.15969393470856,9.0,18.0,Sports
338,51.0,Female,51.38147788819305,41.799385435904725,11.0,18.0,Clothing
339,31.0,Female,50.20717568689841,30.199027430337843,9.0,21.0,Electronics
340,,Female,50.54421543241354,61.66865998697498,9.0,16.0,Clothing
341,28.0,Female,42.55197612831739,42.055054542237016,9.0,18.0,Books
342,31.0,Female,45.70733133040929,61.50557524251372,9.0,18.0,Clothing
343,43.0,Male,52.506069166433115,66.61900885525684,11.0,23.0,Books
344,49.0,Male,51.54829703869493,56.84418874803457,12.0,24.0,Clothing
345,52.0,Male,55.37991558201335,64.64309745858365,9.0,19.0,Books
346,41.0,Female,50.35750796640818,36.500140508182426,8.0,17.0,Clothing
347,40.0,Male,51.15935614191491,43.50170599893558,10.0,20.0,Electronics
348,23.0,Female,37.54030614406908,41.505572712718674,7.0,18.0,Sports
349,56.0,Male,60.914533267424005,27.2540912764943,13.0,20.0,Clothing
350,60.0,Female,58.74670341902265,69.7991430867907,10.0,21.0,Clothing
351,60.0,Female,59.0966102822533,46.45934944491184,10.0,23.0,Electronics
352,33.0,Female,47.18022961019682,47.14870688352131,9.0,19.0,Sports
353,30.0,Male,42.61312366206167,60.425850444179865,8.0,16.0,Clothing
354,45.0,Male,55.13431254053285,46.19824410408299,10.0,20.0,Sports
355,40.0,Male,,47.30192453117845,10.0,24.0,Books
356,20.0,Male,40.81336875081795,50.17609402016478,10.0,19.0,Electronics
357,28.0,Male,41.226017537014535,42.48678885814729,7.0,16.0,Books
358,43.0,Male,53.656435194275915,43.179236094987175,10.0,17.0,Books
359,50.0,Male,54.83258268166545,,10.0,19.0,Electronics
360,29.0,Female,45.62000764607401,38.5413287463708,7.0,12.0,Clothing
361,54.0,Female,56.877838996082936,27.121338722777914,11.0,24.0,Electronics
362,33.0,Female,44.59267391054615,35.96833155376002,,14.0,Sports
363,58.0,Female,49.39159447458465,80.74936892012265,10.0,17.0,Beauty
364,39.0,Male,51.155137609707616,52.34362596235492,7.0,11.0,Books
365,45.0,Male,55.59535537055114,39.97590670187229,13.0,29.0,Clothing
366,33.0,Male,44.204252644911,60.02080803632205,9.0,21.0,Clothing
367,53.0,Female,59.96318418948775,31.056934343898277,13.0,23.0,Beauty
368,51.0,Male,57.43440062805526,39.89974244451891,8.0,15.0,Sports
369,33.0,Female,47.743252628262006,61.984267124870705,9.0,17.0,Beauty
370,46.0,Male,49.647373719641315,29.253415413026744,9.0,18.0,Electronics
371,38.0,Female,48.70283268814797,53.061887608910375,13.0,27.0,Clothing
